question_text,question_topic
What's the overall difference in cooking area size between the Cuisinart Professional Portable Gas Grill-sku 1669654 and the Cuisinart All Foods Gas Grill-sku 1669639?,Product Comparison
I'm looking for something that will aid my pre-workout. Can you recommend any products that do not contain creatine and are under $40?,Product Availability
Do you know which laptop has the better screen resolution- model number ME9W32GBBLK or model number ME10QL16KCBLK?,Product Comparison
Which shoulder bag is larger- the Ryder Small Leather Satchel- style code 0439840316734 or the Pashli Mini Satchel- style code 0400086633577?,Product Comparison
I'm looking for something that will aid my pre-workout. Can you recommend any products that do not contain creatine and are under $40?,Product Availability
Which shoulder bag is larger- the edie shoulder bag- style no. 36855 or the shoulder bag 31-style no. 57933?,Product Comparison
I'm looking for something that will aid my pre-workout. Can you recommend any products that do not contain creatine and are under $40?,Product Availability
"Im interested in the 2 Ten-Packs of Flavormax Cartridges but was hoping you carried some flavored cartridges. Do you, by chance?",Product Availability
Which shoulder bag is larger- the All-day tote- item number F5237 or the Palorosa tote- item number G2338?,Product Comparison
Could you tell me if you have any women's water shoes in blue and a size 8?,Product Availability
What's the difference in the inseam length between the Sophie texture crop item number 241012 and the Sophie cotton smart stretch crop item number 243834?,Product Comparison
What's the difference in the dimensions of this industrial desk (8357647) and this modern desk (7593531)?,Product Comparison
"The Kobalt Table Saw- item number 486267 and the Dewalt Table Saw- item number 510898  both look great to me. Do you know if the on-off switch can be locked on either one of those, however?",Product Comparison
What's the difference in the dimensions of the Ameriwood Tiverton Executive Desk- item number 718416 and the Whalen Leadenhall Desk- item number 435427?,Product Comparison
I'm looking for something that will aid my pre-workout. Can you recommend any products that do not contain creatine and are under $40?,Product Availability
What's the difference in the dimensions of the Zentra Main Desk (572293) and the Merido Main Desk (439417)?,Product Comparison
What's the difference in the dimensions of the Whitney Rectangular Desk 6431006 and the Parker Desk 5380980?,Product Comparison
"This Bloom Garden #18650 is really beautiful! Do you happen to have one that has more succulents in it, however?",Product Availability
Which shoulder bag is larger- the Marcie Large Leather Satchel Bag (NMF17_V1DUL) or the Lauryn Large Leather Shoulder Bag (NMF17_V3DY2)?,Product Comparison
Do either the Sterling Silver Quartz Watch- style number T3049QSSTBRAC or the Classic 30mm Quartz Watch with Diamonds- style number T7120QSSTBRAC have a fold-over clasp? I really prefer that kind of closure.,Product Comparison
Which shoulder bag is larger- this bag 163929 or this bag 137252?,Product Comparison
Would you happen to have any flat sandals in red and a women's 8?,Product Availability
Which shoulder bag is larger- the Medium Canvas Tote Bag (444746AJ5) or the Lighthouse Embroidered Tote (488457AJ6)?,Product Comparison
I'm looking for something that will aid my pre-workout. Can you recommend any products that do not contain creatine and are under $40?,Product Availability
What's the difference in size between the Para Backpack and the Surge Run Backpack?,Product Comparison
"This table saw 205216309 and this table saw 300188563 both look great to me. Do you know if the on-off switch can be locked on either one of those, however?",Product Comparison
Do you ever advertise special deals and sales on any social media pages? What kind of e-mails would I get if I sign up for the Zappos e-mail list?,Sales/Promotions
"If I ever need to return or exchange an item I end up purchasing, would I be able to do so at a Staples store instead of sending back to you through the mail?",Omnichannel
Do you ever advertise special deals and sales on any social media pages? What kind of e-mails would I get if I sign up for the Net-a-Porter e-mail list?,Sales/Promotions
"If I ever need to return or exchange an item I end up purchasing, would I be able to do so at a Gap store instead of sending back to you through the mail?",Omnichannel
If I place an order for this dress (ITEM # 010-573540A) along with this bra (ITEM # 054-AS5260-SET) can you tell me if these will arrive at the same time? I'm having them shipped to (choose city/state/zip). And is there any way I can select to have these delivered without a signature?,Shipping
I was wondering if you happen to have a coupon I could possibly use on sports and diet supplements from your site? Do you have a rewards system I could look into before purchasing anything from your website?,Sales/Promotions
"If I ever need to return or exchange an item I end up purchasing, would I be able to do so at a Kate Spade store instead of sending back to you through the mail?",Omnichannel
"If I place an order for the Jacquard Knit Flounce Skirt along with the Riley-Fit Pleated Bell-Sleeve Shirt can you tell me if these will arrive at the same time? I'm having them shipped to Bend, Or. 97702. And is there any way I can select to have these delivered without a signature?",Shipping
"Is there a Barnes and Noble near Sarasota, NY?",Omnichannel
"I was wondering if you ever have store specific sales, specifically at one of the Vitamin Shoppe stores near me in Las Vegas, NV?",Omnichannel
"If I ever need to return or exchange an item I end up purchasing, would I be able to do so at a LL Bean store instead of sending back to you through the mail?",Omnichannel
"If I ever need to return or exchange an item I end up purchasing, would I be able to do so at a Pottery Barn store instead of sending back to you through the mail?",Omnichannel
"If I place an order for these pants (#596344) along with this swimsuit (#578167) can you tell me if these will arrive at the same time? I'm having them shipped to Burlington, VT 05403. And is there any way I can select to have these delivered without a signature?",Shipping
Do you ever advertise special deals and sales on any social media pages? What kind of e-mails would I get if I sign up for the 6pm e-mail list?,Sales/Promotions
I was wondering if you happen to have a coupon I could possibly use on sports and diet supplements from your site? Do you have a rewards system I could look into before purchasing anything from your website?,Sales/Promotions
"I'm in search of a wall charger, but I don't want to spend any more than $10. Would you happen to have anything like that available? Also, do you have any special promotions happening this month I should know about?",Sales/Promotions
"If I ever need to return or exchange an item I end up purchasing, would I be able to do so at a Coach store instead of sending back to you through the mail?",Omnichannel
"If I ever need to return or exchange an item I end up purchasing, would I be able to do so at a West Elm store instead of sending back to you through the mail?",Omnichannel
"Could you tell me if there's a coupon I'd be able to use on fishing rods and reels on your website? Also, do you have a rewards club I could maybe sign up for?",Sales/Promotions
"If I order a few items from your site and end up needing to return something, would I be able to take it to one of your stores instead of mailing it back?",Omnichannel
"If I ever need to return or exchange an item I end up purchasing, would I be able to do so at a JCrew store instead of sending back to you through the mail?",Omnichannel
"If I ever need to return or exchange an item I end up purchasing, would I be able to do so at a Lane Bryant store instead of sending back to you through the mail?",Omnichannel
"If I ever need to return or exchange an item I end up purchasing, would I be able to do so at an Office Depot store instead of sending back to you through the mail?",Omnichannel
"Do you ever do price matching? For example, I'm thinking of a situation where one of your competitor is offering an item at a lower price, and you would offer that same price rather than yours. And then do you have any special deals going on right now I should know about?",Sales/Promotions
"Could you give me the main number of your store on Suburban Drive in Newark, DE? I may need to call over there a little later today.",Omnichannel
Do you have any coupons you could offer me at the moment so I can save money on furniture from your site? What benefits would I get for creating an account on your site as opposed to checking out as a guest?,Sales/Promotions
"If I ever need to return or exchange an item I end up purchasing, would I be able to do so at a Macys store instead of sending back to you through the mail?",Omnichannel
"If I ever need to return or exchange an item I end up purchasing, would I be able to do so at a Pier 1 store instead of sending back to you through the mail?",Omnichannel
I was wondering if you happen to have a coupon I could possibly use on sports and diet supplements from your site? Do you have a rewards system I could look into before purchasing anything from your website?,Sales/Promotions
"If I ever need to return or exchange an item I end up purchasing, would I be able to do so at a Nordstrom store instead of sending back to you through the mail?",Omnichannel
"If I order a few items from your site and end up needing to return something, would I be able to take it to one of your stores instead of mailing it back?",Omnichannel
"If I ever need to return or exchange an item I end up purchasing, would I be able to do so at a Hollister store instead of sending back to you through the mail?",Omnichannel
"If I ever need to return or exchange an item I end up purchasing, would I be able to do so at a Saks Fifth Ave store instead of sending back to you through the mail?",Omnichannel
"If I ever need to return or exchange an item I end up purchasing, would I be able to do so at an Abercrombie store instead of sending back to you through the mail?",Omnichannel
"If I ever need to return or exchange an item I end up purchasing, would I be able to do so at a Lululemon store instead of sending back to you through the mail?",Omnichannel
"If I ever need to return or exchange an item I end up purchasing, would I be able to do so at a Neiman Marcus store instead of sending back to you through the mail?",Omnichannel
"I'm going shopping this weekend, and I might stop by your store on Edgewood Rd SW in Cedar Rapids, IA. Do you know if that location has the Modern Renaissance Eye Shadow Palette- item number 1820406 in stock? I don't want to make a wasted trip!",Omnichannel
Is there a JBL members club I could maybe look into signing up with? What kind of deals do you send out to members of your e-mail list?,Sales/Promotions
"My family is going to be visiting some relatives in Fairborn, OH (Zip: 45324) in a week or so. Could you tell me where the closest of your stores is to that location?",Omnichannel
"If I ever need to return or exchange an item I end up purchasing, would I be able to do so at a Lands End store instead of sending back to you through the mail?",Omnichannel
I was wondering if you happen to have a coupon I could possibly use on sports and diet supplements from your site? Do you have a rewards system I could look into before purchasing anything from your website?,Sales/Promotions
"Could you give me the main number of your store on Suburban Drive in Newark, DE? I may need to call over there a little later today",Omnichannel
I was wondering if you happen to have a coupon I could possibly use on sports and diet supplements from your site? Do you have a rewards system I could look into before purchasing anything from your website?,Sales/Promotions
Do you have any coupons you could offer me at the moment so I can save money on furniture from your site? What benefits would I get for creating an account on your site as opposed to checking out as a guest?,Sales/Promotions
"If I ever need to return or exchange an item I end up purchasing, would I be able to do so at a Kohls store instead of sending back to you through the mail?",Omnichannel
I was wondering if you happen to have a coupon I could possibly use on sports and diet supplements from your site? Do you have a rewards system I could look into before purchasing anything from your website?,Sales/Promotions
Do you have any small rectangular coffee tables in black? I need one for my living room.,Product Availability
I need a new clutch. Do you have something in purple or lavender?,Product Availability
my girlfriend wants a new clutch for her birthday. Do you have something in purple or lavender?,Product Availability
"When fully reclined, how long is the Warren Recliner (LF2101)?",Product Specifications
Could you tell me how large the JBL flip 4 is in inches? It's #JBLFLIP4BLKAM.,Product Specifications
Do you have any color ink for a Brother HL-L6200DW Mono laser printer?,Product Availability
I need a new clutch. Do you have something in purple or lavender?,Product Availability
I need help finding a clutch for my girlfriend. Do you have something in purple or lavender?,Product Availability
I am working on my back patio and have been looking for natural slate pavers that are at least 16 by 16. Do you have anything that meet those specs?,Product Availability
Could you tell me if I'd be able to machine wash the Tribal Blouse (8916804)?,Product Specifications
I am working on my back patio and have been looking for natural slate pavers that are at least 16 by 16. Do you have anything that meet those specs?,Product Availability
I am looking for a pair of men's chino shorts. Do you have something that sits above the knee in light gray and a size 34 waist?,Product Availability
"When fully reclined, how long is the Arcadia Recliner by Acme Furniture?",Product Specifications
I am looking for a pair of men's chino shorts. Do you have something that sits above the knee in light gray and a size 34 waist?,Product Availability
Do you have any small rectangular coffee tables in black? I need one for my living room.,Product Availability
I'm looking at possibly ordering the Tank Top (163FH) but wanted to ask you if this is made of moisture wicking material?,Product Specifications
Could you tell me if I'd be able to machine wash the blouse (830016)?,Product Specifications
Would you happen to have any straight leg jeans in a dark color and a size 20?,Product Availability
I need a new clutch. Do you have something in purple or lavender?,Product Availability
Do you know if the Testosterone Boost (NTP266) is supposed to be refrigerated?,Product Specifications
I want to get a new yoga mat from your site. What's the thickest mat you have?,Product Availability
"Do you know if the Fountain of Youth performance gel, #60242, is supposed to be refrigerated?",Product Specifications
Does the Its a-DOG-able Baby Girl arrangement  have daisies included in it? I was having a tough time really telling from the picture. The product code is 147189 if that helps.,Product Specifications
I'm trying to find a new clutch for my girlfriend's birthday. Do you have something in purple or lavender?,Product Availability
Do you have any flat whisks available at the moment?,Product Availability
I'm trying to find a new clutch for my girlfriend's birthday. Do you have something in purple or lavender?,Product Availability
"Is the Bijoux bead and chain necklace, #N09519 SBHBOHE48, offered in any other colors, like a vibrant green? I don't see my wife loving the color option pictured.",Product Availability
Do you have any flat whisks available at the moment?,Product Availability
"Im looking at the Milk Makeup Lip + Cheek, #1782028, and was wondering if you carried this in a peach color. Do know about that?",Product Availability
Do you know if the testosteron (Product Code: MSC-60311) is supposed to be refrigerated?,Product Specifications
Do you have any small rectangular coffee tables in black? I need one for my living room.,Product Availability
Do you have any small rectangular coffee tables in black? I need one for my living room.,Product Availability
Do you know if the universal nutrition Animal Test packs are supposed to be refrigerated?,Product Specifications
"When fully reclined, how long is the Massage Recliner (B01DXBB0K6)?",Product Specifications
Do you have any color ink for a Brother HL-L6200DW Mono laser printer?,Product Availability
Do you know if this testosterone supplement 025549 is supposed to be refrigerated?,Product Specifications
Do you have any small rectangular coffee tables in black? I need one for my living room.,Product Availability
Do you know if the  testosterone (609492710116) is supposed to be refrigerated?,Product Specifications
I was wondering: does the wall adapter require any type of special outlet to be used?,Product Specifications
Do you have any men's testosterone boosters?,Product Availability
Could you tell me if I'd be able to machine wash the Bazaar Blouse (8513635)?,Product Specifications
Im looking at the Pure Color Envy sculpting blush and was wondering if you carried this in a peach color. Do know about that?,Product Availability
Do you have any Isaac Asimov books?,Product Availability
I need a new clutch. Do you have something in purple or lavender?,Product Availability
"when would I receive the Jarrow Whey Protein sku:790011210146 if I order today and it's shipping to Fort Myers, FL?",Shipping
"I'm looking for a new lighting fixture, and I'd like to see if you had anything like that on sale right now. Do you, by chance? And then on a separate note, do you have a text message alert service I could sign up for to receive updates on sale items?",Sales/Promotions
"If I sign up for your e-mail list, will I ever get promo codes to be used throughout the website?",Sales/Promotions
"If I sign up for your e-mail list, will I ever get promo codes to be used throughout the website?",Sales/Promotions
"If I follow you guys on Instagram or Facebook, do you have any social media exclusive deals I should look out for?",Sales/Promotions
"I might move ahead with the Premier Orchard Fruit Basket #96094. If I were to order it online, could I get email or text message updates on when it'll be delivered? I wasn't sure if your company offered that or not.",Shipping
Do you have any social media accounts I can follow? I want to be in the know about your latest jewelry styles.,Sales/Promotions
Do you have any sales on women's dresses at the moment?,Sales/Promotions
Are there any promo codes you could give me to get free shipping?,Sales/Promotions
"If I decide to create an account on your website, what benefits would I get by purchasing items as opposed to checking out as a guest?",Sales/Promotions
"If I decide to order the tiny leather satchel by Schouler Product Code: 572383, is there a shipping speed you have that could get this to me in Fort Lauderdale, FL in the next three days?",Shipping
"I usually don't like to sign up for accounts on websites, so I'll probably continue shopping as a guest on your site. But I have a question: would I be unable to return something because I don't have an actual account? I wanted to be sure about that before I moved forward.",Returns & Refunds
"When would I receive the designer whey protein powder Item #033744 if I order today and it's shipping to Fort Myers, FL?",Shipping
"When would I receive the LuckyFit whey protein powder #157716 if I order today and it's shipping to Fort Myers, FL?",Shipping
"I want to get the Filander Upholstered Storage Bedroom Bench HOEE1047 and would like to know about when I'd receive them if being shipped to Athens, GA?",Shipping
Are there any promo codes you could give me to get free shipping?,Sales/Promotions
"I'm looking for a new lighting fixture, and I'd like to see if you had anything like that on sale right now. Do you, by chance? And then on a separate note, do you have a text message alert service I could sign up for to receive updates on sale items?",Sales/Promotions
Is there a Sur La Table members club I might be able to join?,Sales/Promotions
"If I decide to create an account on your website, what benefits would I get by purchasing items as opposed to checking out as a guest?",Sales/Promotions
Do you have a promo code I'd be able to use on a new mattress from your website?,Sales/Promotions
"I want to get these platform bone heels in a size 8 B00OTRB2BQ and would like to know about when I'd receive them if being shipped to Athens, GA?",Shipping
"If I decide to create an account on your website, what benefits would I get by purchasing items as opposed to checking out as a guest?",Sales/Promotions
"When would I receive the Pro Jym whey protein if I order today and it's shipping to Fort Myers, FL?",Shipping
Do you have any sales on printer and scanner all-in-one machines?,Sales/Promotions
"When would I receive the double chocolate gold standard whey protein Product Code: OPN-05074 if I order today and it's shipping to Fort Myers, FL?",Shipping
I was wondering if you had any whey protein powders on sale right now?,Sales/Promotions
Is there a Williams-Sonoma members club I might be able to join?,Sales/Promotions
Do you have any sales on printer and scanner all-in-one machines?,Sales/Promotions
"I have a friend who lives in Juneau, Alaska, and I'd like to get her the express kit for her birthday. However, do you know if there are any additional shipping costs to send it all the way up there?",Shipping
"I want to get the Jessica Simpson heel and would like to know about when I'd receive them if being shipped to Athens, GA?",Shipping
I want to get a home theater speaker system from your site but wanted to see if there would be an extra shipping charge for a large item like that?,Shipping
"If I decide to order the top zip laptop bag SKU 8678819, is there a shipping speed you have that could get this to me in Fort Lauderdale, FL in the next three days?",Shipping
"If I sign up for your e-mail list, what kind of benefits would I get?",Sales/Promotions
Do you have a promo code I'd be able to use on a new mattress from your website?,Sales/Promotions
"If I decide to order the Snake Clutch (SKU: #8755555), is there a shipping speed you have that could get this to me in Fort Lauderdale, FL in the next three days?",Shipping
Do you have a promo code I'd be able to use on a new mattress from your website?,Sales/Promotions
"I want to get the Eno deluxe hammock Item #213HN and would like to know about when I'd receive them if being shipped to Athens, GA?",Shipping
Do you have any sales on women's dresses at the moment?,Sales/Promotions
Do I get advanced access to sales if I sign up for an account on your site?,Sales/Promotions
Do I get advanced access to sales if I sign up for an account on your site?,Sales/Promotions
"When would I receive the goat whey protein powder Item: SWU891 if I order today and it's shipping to Fort Myers, FL?",Shipping
Do I get advanced access to sales if I sign up for an account on your site?,Sales/Promotions
"If I sign up for your e-mail list, what kind of benefits would I get?",Sales/Promotions
I'm looking at possibly ordering the must-have tank WEB ITEM: 158727 but wanted to ask you if this is made of moisture wicking material? Would I be able to machine wash this?,Product Specifications
I'm looking at possibly ordering the slub midi skirt style # njmu7541 but wanted to ask you about how long this is in a size 6? Would I be able to machine wash this?,Product Specifications
I'm looking at the adidas shorts SKU 8805807 and the under armour shorts SKU 8776533 and wanted to see if you could tell me which have a longer inseam in a size large? Could I machine wash either pair?,Product Comparison
I'm looking at possibly ordering the high neck tank Item #5343708 but wanted to ask you if this is made of moisture wicking material? Would I be able to machine wash this?,Product Specifications
I'm looking at the North Face shorts SKU: #8449514 and the Reebok shorts SKU: #8874114 and wanted to see if you could tell me which have a longer inseam in a size XL? Could I machine wash either pair?,Product Comparison
I think I want to order this plastic utility cart Item # 527946 but wanted to ask you what the weight capacity is? What are the dimensions of the cart?,Product Specifications
"I think I'd like to order the O-Grill portable gas grill Item: 16-2477032 but could you tell me what the overall dimensions of the grill are? Also, does this have a manufacturer's warranty included?",Product Specifications
Does this Leatherman multi-tool Model # 832139 have a scissors attachment? How about a bottle opener attachment? Both of these are important to have.,Product Specifications
Which protein bar has more fat per bar- the Met-Rx peanut butter protein bar SKU #: 786560557146 or the Vega Sport peanut butter protein bar SKU #: 838766080192? Are either of these gluten free?,Product Comparison
"Do you know if the Tmale testosterone booster ITEM # : NT-7221/1778968 is supposed to be refrigerated? If I order it, how many pills a day would I be taking?",Product Specifications
Does the No Lipgloss Lipgloss ITEM 1700111 come in any other colors? Im not sold on the color in the picture. And does it have any moisturizing properties?,Product Specifications
Does the Aerin Lip Gloss come in any other colors? Im not sold on the color in the picture. And does it have any moisturizing properties?,Product Specifications
I may order either the Lawrence sleeper sofa SKU: ALCT3757 or the Athena sleeper sofa SKU: MCRR1650. Do you know which has a thicker mattress built into it? What's the difference in the materials these sofas are composed of?,Product Comparison
Do either the Pro Kit or the Express Kit come with carrying case included with purchase? That would be ideal. And do both of those come with a battery?,Product Comparison
Could you tell me the megapixel rating on the camera contained on the Samsung Galaxy Tab S2 NOOK? How long would this last on a full charge? I want to make sure it will last on a plane flight.,Product Specifications
"I think I'd like to order the Cuisinart gas grill SKU:  1669662 but could you tell me what the overall dimensions of the grill are? Also, does this have a manufacturer's warranty included?",Product Specifications
I'm looking at possibly ordering the Love tank SKU# 3732065 but wanted to ask you if this is made of moisture wicking material? Would I be able to machine wash this?,Product Specifications
"When fully reclined, how long is the Bram recliner Item Number: 322224? What kind of material is this made of?",Product Specifications
I'm looking at possibly ordering the pure body maternity tank #749650 but wanted to ask you if this is made of moisture wicking material? Would I be able to machine wash this?,Product Specifications
I really like the looks of both the country cheese gift basket #93029 and the California cheese gift basket #93026. Which one has more product in it? And what type of cheeses are in it?,Product Comparison
Which shoes are lighter in a 9.5- the Asics running shoes or the New Balance? Do you know which has more padding or mesh? I feel those are usually the more comfortable shoes.,Product Comparison
I'm looking at possibly ordering the striped circle skirt Item Number #241401 but wanted to ask you about how long this is in a size 18? Would I be able to machine wash this?,Product Specifications
Which shoes are lighter in an 8.5- the ASICS trail running shoes or the Nike dart running shoes? Do you know which has more padding or mesh? I feel those are usually the more comfortable shoes.,Product Comparison
Which protein bar has more fat per bar-chocolate peanut butter Combat Crunch bars or the chocolate peanut butter Nitro-Tech Crunch bars? Are either of these gluten free?,Product Comparison
Which protein bar has more fat per bar- ice cream cookie crunch Pro Supps protein bars Item #: 167450 or the peanut butter chocolate chip Atkins protein bars Item #: 165932? Are either of these gluten free?,Product Comparison
"When fully reclined, how long is the saddle brown recliner Item: 2800260? What kind of material is this made of?",Product Specifications
Does the Leatherman multi-tool Item # 379263 have a scissors attachment? How about a bottle opener attachment? Both of these are important to have.,Product Specifications
Do you know if either the pocket stripe t-shirt Item #8053W or the box t-shirt Item #185KF are made of sweat-wicking material? Which has the looser fit?,Product Comparison
Which protein bar has more fat per bar- chocolate brownie Quest protein bars Product Code: QST-00042 or the rocky road Quest protein bars Product Code: QST-00373? Are either of these gluten free?,Product Comparison
"When fully reclined, how long is the push back recliner Black: 25E785BKBD-1? What kind of material is this made of?",Product Specifications
"When fully reclined, how long is the mid-century recliner Item: 5311696? What kind of material is this made of?",Product Specifications
I'm looking at possibly ordering the supreme comfort tank STYLE NUMBER: 45303516 but wanted to ask you if this is made of moisture wicking material? Would I be able to machine wash this?,Product Specifications
"When fully reclined, how long is the Prescott recliner Item: 7423960? What kind of material is this made of?",Product Specifications
I'm looking at possibly ordering the sport tank WEB ITEM: 151762 but wanted to ask you if this is made of moisture wicking material? Would I be able to machine wash this?,Product Specifications
Which protein bar has more fat per bar- the chocolate peanut butter Quest protein bars Item: QST033 or the crunchy peanut butter Builder's protein bars Item: CLF011? Are either of these gluten free?,Product Comparison
I'm looking to order the JBL Flip 4 or the JBL Pulse 2 but wanted to ask you which battery lasts longer? Which has better sound quality?,Product Comparison
I'm looking at possibly ordering the graphic tech tee Item #482400VP7 but wanted to ask you if this is made of moisture wicking material? Would I be able to machine wash this?,Product Specifications
"When fully reclined, how long is this pushback recliner Web ID: 1153295? What kind of material is this made of?",Product Specifications
I'm looking at possibly ordering the trail tee Item #: TA501158 but wanted to ask you if this is made of moisture wicking material? Would I be able to machine wash this?,Product Specifications
"For the Confetti stud earrings, and that's #E12165DSSADI, are they coated with white gold or just sterling silver?",Product Specifications
I'm looking at possibly ordering the ruched silk tank NMF17_TQSVA but wanted to ask you if this is made of moisture wicking material? Would I be able to machine wash this?,Product Specifications
I'm looking at the Figue silk shorts Product Code: 850485 and the Talitha silk shorts Product Code: 867060 and wanted to see if you could tell me which have a longer inseam in a size small? Could I machine wash either pair?,Product Comparison
"I'm looking at possibly ordering the lime boyfriend tank, and it's style code 0400093722853, but wanted to ask you if this is made of moisture wicking material? Would I be able to machine wash this?",Product Specifications
I think I want to order the large tub cart Item: 181649 but wanted to ask you what the weight capacity is? What are the dimensions of the cart?,Product Specifications
I'm looking at possibly ordering the flounced skirt STYLE NO. 58256 but wanted to ask you about how long this is in a size 6? Would I be able to machine wash this?,Product Specifications
I'm looking at possibly ordering the free flow tank top item F6309 but wanted to ask you if this is made of moisture wicking material? Would I be able to machine wash this?,Product Specifications
"I think I want to get the Awning Sreipe Throw (Item: 6082064) but if I don't like how it looks in person, would I be able to return it for a gift card?",Returns & Refunds
"I think I want to get the Marmot Crux Jacket (Item #9847U) but if I don't like how it looks in person, would I be able to return it for a gift card?",Returns & Refunds
"I think I may order a game or puzzle from your site for my son but if he sees it and doesn't like it, could I exchange for a different game?",Returns & Refunds
"I think I want to get the Smoke Blue Chenille Plaid Throw (Item: 3082886) but if I don't like how it looks in person, would I be able to return it for a gift card?",Returns & Refunds
"I think I want to get the Mongolian Lamb Throw - Pearl but if I don't like how it looks in person, would I be able to return it for a gift card?",Returns & Refunds
"Are there any benefits for opening an account on your website? Do you have a wishlist feature at all, where I can tag stuff I want and get updates on it when the price drops or it goes on sale? I'm looking at getting a few things, including the BURBERRY Lip Velvet Lipstick (Bright Rose No. 417) (1740778), but I'm a little strapped for cash at the moment",Sales/Promotions
"If I were to get the Spring Passion Tulips [Product Code: 147128], but then wanted to exchange it for something slightly cheaper, would you reimburse me the difference -- or would I just need to eat that?",Returns & Refunds
"If I get a detox supplement from your site and decide not to use it after seeing it in person, would I be able to return it to you for some kind of refund?",Returns & Refunds
"If I order the Badgley Mischka Royal (SKU 8659276) and they don't fit me when I try them on, how would the exchange process work?",Returns & Refunds
"If I get a detox supplement from your site and decide not to use it after seeing it in person, would I be able to return it to you for some kind of refund?",Returns & Refunds
"I'm considering the Starter Kit. However, do you know if there are any time limits that would apply to making a possible return?",Returns & Refunds
"I think I want to get the Lambswool Throw (SKU: LDU1201) but if I don't like how it looks in person, would I be able to return it for a gift card?",Returns & Refunds
"I think I want to get the Spring Run Trench Jacket (SKU # 99806450) but if I don't like how it looks in person, would I be able to return it for a gift card?",Returns & Refunds
The Interior/Exterior Roofing Screws [Item # 552682] looks like what I've been searching for. But do you know if you would reimburse for the original shipping costs if I later needed to return it for a refund? I wasn't sure how that works.,Returns & Refunds
"I think I want to get the Military Jacket (Item #487724AJ8) but if I don't like how it looks in person, would I be able to return it for a gift card?",Returns & Refunds
"I think I want to get the Stretch Jacket (item Number #240896) but if I don't like how it looks in person, would I be able to return it for a gift card?",Returns & Refunds
"I think I want to get the (Item 19034.) but if I don't like how it looks in person, would I be able to return it for a gift card?",Returns & Refunds
"If I order the Joie Ailey Jacket (SKU: #8850019) and they don't fit me when I try them on, how would the exchange process work?",Returns & Refunds
"I think I want to get the Tweed Jacket (style # njmu7225) but if I don't like how it looks in person, would I be able to return it for a gift card?",Returns & Refunds
"I think I want to get the Leather Jacket (Item #683636) but if I don't like how it looks in person, would I be able to return it for a gift card?",Returns & Refunds
"I think I want to get the Artfasion Women's Slim Tailoring Faux Leather PU Short Jacket Coat (ASIN: B015ZK5XVU) but if my wife does not like how it looks in person, would I be able to return it for a gift card?",Returns & Refunds
"I think I'm ready to move ahead with the Classic watch [STYLE NUMBER: T7002AXSTBKMAM-D]. If I were to get that from you online and had it sent to my house, would the package come with a slip I could use for a return, if that becomes necessary at some point?",Returns & Refunds
"I'd like to get the Chef'sChoice 1520 Angle Select Electric Knife Sharpener for a friend of mine, and it would be shipped right to him. Would he get everything in the package he might need if he wanted to return it for some reason?",Returns & Refunds
"I think I want to get the Discovery Rain Jacket (Item #: TA284384  ) but if I don't like how it looks in person, would I be able to return it for a gift card?",Returns & Refunds
"If I get a detox supplement from your site and decide not to use it after seeing it in person, would I be able to return it to you for some kind of refund?",Returns & Refunds
"I think I want to get the SwissGear backpack (Item: 604351) but if I don't like how it looks in person, would I be able to return it for a gift card?",Returns & Refunds
"I think I want to get the Printed Logo Graphic Hoodie (WEB ITEM: 157397) but if my wife does not like how it looks in person, would I be able to return it for a gift card?",Returns & Refunds
"I think I want to get the Nylon camo bomber jacket but if I don't like how it looks in person, would I be able to return it for a gift card?",Returns & Refunds
"I think I want to get the JBL Flip 4 but if I don't like it after trying it out, would I be able to return it for a gift card?",Returns & Refunds
"If I get a detox supplement from your site and decide not to use it after seeing it in person, would I be able to return it to you for some kind of refund?",Returns & Refunds
"I'd like to get the Global Universal Knife Sharpener for a friend of mine, and it would be shipped right to him. Would he get everything in the package he might need if he wanted to return it for some reason?",Returns & Refunds
"If I order the 100 suede pumps (Product Code: 535955) and they don't fit me when I try them on, how would the exchange process work?",Returns & Refunds
"I think I want to get the Kogmo Women's Faux Leather Zip Up Everyday Bomber Jacket with Stretching Sleeve-L-BLACK but if I don't like how it looks in person, would I be able to return it for a gift card?",Returns & Refunds
"If I get a detox supplement from your site and decide not to use it after seeing it in person, would I be able to return it to you for some kind of refund?",Returns & Refunds
"If I get a detox supplement from your site and decide not to use it after seeing it in person, would I be able to return it to you for some kind of refund?",Returns & Refunds
"I think I want to get the Patch Jacket (NMF17_TUYNB) but if I don't like how it looks in person, would I be able to return it for a gift card?",Returns & Refunds
"I think I want to get the Twill jacket (WEB ITEM: 149426) but if I don't like how it looks in person, would I be able to return it for a gift card?",Returns & Refunds
The Hex-Washer-Head Concrete Anchors [Internet #202516409] looks like what I've been searching for. But do you know if you would reimburse for the original shipping costs if I later needed to return it for a refund? I wasn't sure how that works.,Returns & Refunds
"I think I want to get the Stripe Blanket & Sham (Item Number: 600779) but if I don't like how it looks in person, would I be able to return it for a gift card?",Returns & Refunds
"If I get a detox supplement from your site and decide not to use it after seeing it in person, would I be able to return it to you for some kind of refund?",Returns & Refunds
"I think I want to get the SwissGear Backpack (Item # 130230) but if I don't like how it looks in person, would I be able to return it for a gift card?",Returns & Refunds
